@RELATION train
@ATTRIBUTE Expert {0,1}
@ATTRIBUTE Head_Entropy_Start NUMERIC
@ATTRIBUTE Head_Entropy_Mid NUMERIC
@ATTRIBUTE Head_Entropy_End NUMERIC
@ATTRIBUTE Avg_HandEntropy_Begin NUMERIC
@ATTRIBUTE Avg_HandEntropy_Mid NUMERIC
@ATTRIBUTE Avg_HandEntropy_End NUMERIC
@ATTRIBUTE Avg_SentenceLength_Begin NUMERIC
@ATTRIBUTE Avg_SentenceLength_Mid NUMERIC
@ATTRIBUTE Avg_SentenceLength_End NUMERIC
@ATTRIBUTE Ratio1_Begin NUMERIC
@ATTRIBUTE Ratio1_Mid NUMERIC
@ATTRIBUTE Ratio1_End NUMERIC
@ATTRIBUTE Ratio2_Begin NUMERIC
@ATTRIBUTE Ratio2_Mid NUMERIC
@ATTRIBUTE Ratio2_End NUMERIC
@ATTRIBUTE Duration NUMERIC
@ATTRIBUTE PresenceClass {0,1,2,3,4}
@DATA
0,1.545872931818615,2.095857118730905,1.507039396954482,1.391536055579765,2.131202108237287,1.568151544270674,4.333333333333333,11.0,3.333333333333333,0.1923076923076923,0.1307692307692308,0.1,0.1538461538461539,0.1923076923076923,0.2,137.76,1
1,1.534419802018667,4.207909513510302,1.431115235797328,1.214717223887216,2.649780558827158,0.6526931147759998,2.0,12.06666666666667,8.25,0.1153846153846154,0.0707070707070707,0.06666666666666667,0.2307692307692308,0.1919191919191919,0.2,265.5,2
0,2.158885248082526,3.161219119939824,1.675367091081017,1.813640403103944,2.596538174460163,1.874611046086708,8.2,7.730769230769231,6.0,0.1363636363636364,0.1576354679802956,0.2608695652173913,0.2045454545454546,0.1822660098522167,0.1739130434782609,181.6,1
1,2.319854738596113,3.810686782358913,1.408715854048062,2.153798692561397,3.226185379725857,0.796287474455015,0.0,10.28571428571429,6.0,0.375,0.1157894736842105,0.0,0.25,0.2421052631578947,0.25,264.75,0
0,1.625947948659931,2.560776193367349,0.9810458824766964,1.183771782304141,2.239553909576885,1.125182742169031,4.3,10.66666666666667,0.0,0.3095238095238095,0.1276595744680851,0.0,0.09523809523809523,0.1702127659574468,0.0,199.375,2
0,0.6227213253490349,3.535678136028428,2.166749018015315,0.4955171877843597,2.75375429387323,1.807692434785269,5.75,8.235294117647058,5.0,0.04,0.171875,0.16,0.16,0.140625,0.16,159.875,4
0,2.121442098592524,3.267817661931849,1.571158134219074,1.634768930087127,2.436478581955426,1.35966202300963,6.166666666666667,10.3125,5.25,0.2631578947368421,0.132183908045977,0.1,0.1052631578947368,0.2126436781609195,0.2,193.625,2
1,2.665368281373232,4.10809601604953,2.603096487410246,2.709381664820486,4.013957875239087,3.037073007994774,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,234.88,3
0,1.578102704789472,2.818099147230754,1.516759029540893,1.877529089849028,2.676206567330331,1.512070396617312,4.8,7.0,8.5,0.2,0.1889763779527559,0.4,0.05,0.1338582677165354,0.1333333333333333,146.71875,1
0,1.409635962012995,2.614339934842907,2.023961820658276,0.9597114967499739,2.406318123635161,1.664194708843712,10.6,6.894736842105263,6.0,0.07692307692307693,0.2272727272727273,0.1904761904761905,0.1846153846153846,0.1,0.1904761904761905,142.90625,3
1,1.901091989850202,3.28997022789331,1.496099751535616,1.205694856846802,2.743317816759035,1.744692395504762,4.0,7.516666666666667,7.428571428571429,0.1777777777777778,0.1385281385281385,0.1621621621621622,0.08888888888888889,0.1926406926406926,0.1351351351351351,255.59375,0
0,1.040198505504396,2.64732791778264,0.6787017085289232,1.014682392897982,2.251775042138267,0.4520014696607442,3.0,7.181818181818182,8.0,0.125,0.1318681318681319,0.3333333333333333,0.0,0.1868131868131868,0.3333333333333333,129.15625,0
1,1.256877808426229,2.794469203385111,1.4850464738518894,1.5073868918810251,2.592209298906262,1.440872660342031,8.39439917787825,9.501498796533653,6.468945566652966,0.12089044011151999,0.16079058652656825,0.10489964115496968,0.21016695752090997,0.17700877664901016,0.2322289423885227,127.76967772759991,0
0,2.300394054852742,3.7874508163463076,1.3967639740476134,2.1349296062092087,3.2196555391841386,0.8025414343209577,0.09263022433111101,10.353349052686212,6.020584494295802,0.3672808146390741,0.11592188855979753,0.0,0.24871346910651235,0.24078111440202438,0.2482846254753498,261.49600314171954,0
1,1.370400095487309,2.680903583935712,1.9540060924319858,0.9996401462936574,2.37272294699871,1.7074999641946542,4.4548647782429915,10.885110344618523,5.898528653649012,0.15463613437161655,0.1353098907299705,0.23172372977350536,0.15087486589186583,0.1740083635207551,0.14858859958819148,257.4874473141839,0
0,1.3754876622137167,2.6818889374439796,1.023375254812976,1.1972616719580051,2.819741627783185,1.208406083524697,4.5,13.140566790629654,6.804516414267159,0.026064478097712174,0.12443304848943887,0.03829882495990361,0.18214747324779126,0.17707962211444622,0.1626772057333434,132.60766975739574,0
0,1.5800752953945507,2.9216212025231307,1.8693831378898218,1.2443455714612228,2.5569018983621694,1.544693425151899,3.544474001947757,10.848329206658375,5.868723185113046,0.2021521937321773,0.13124904596366105,0.18003677470210833,0.1756098048973928,0.18815509844338776,0.1656077618583867,262.1654877069131,0
1,1.4702064520925162,2.7924440285928975,0.9495512319526209,1.2314172919721522,2.8788454334662448,1.2173082643048496,4.40908751639645,12.470521686648434,7.0779249859459,0.03232443861459567,0.12518704491982716,0.029485129817367676,0.16957003795596648,0.1804802267853292,0.16093344697995632,133.74805596010845,0
1,1.1026377730596717,2.653676887823598,0.919854610442751,1.0118379884830655,2.274645612180713,0.6894091890466663,3.275106764780151,7.882089946713111,7.602623561984227,0.13060402668996604,0.13251894915355503,0.31411952753916406,0.02852959042164527,0.18439186658999968,0.2983991409802983,153.42295920998245,0
0,1.7427497733610016,3.1049833368698216,1.647451427064006,1.1428623301904697,2.631708794085131,1.745227168121099,4.152121121479769,8.576443812975723,6.94323261242169,0.17101683904534365,0.13758149735009884,0.1823666663278149,0.10917170508619142,0.18685109007355136,0.1374844960846296,257.38117317738727,0
1,1.287316543918405,2.7653198505911187,1.3149641299743036,1.4374197946454095,2.67421538564761,1.352650137256161,7.386160373977308,10.55518151902142,6.606432676275822,0.08959256149818697,0.150805446401355,0.07774169357514633,0.20429860528091004,0.1772078668662307,0.21525522515113313,122.30708571710115,0
